securityType;security;isin;alias;currency;maturityDate;issueDate;issueType;interestConvention;referenceCurve;interestType;coupon;faceValue;duedate;outPrincipal;principalEvent;principalAmount;interestEvent;interestRate;interestAmount;interestPayment;interestNotPayed;fixingDate;principalPaymentDate;interestPaymentDate;interestDate;interestPayEvent
REP_HUN;B170509K05;XS0219107918;B170509K05;GBP;2017.05.09;2005.05.09;PUBLIC;_ACT_ACT;NULL;FIX;5;1000;2014.05.09;1000;0;NULL;1;5;50;50;NULL;2013.05.08;NULL;2014.05.09;2014.05.09;1
REP_HUN;B170509K05;XS0219107918;B170509K05;GBP;2017.05.09;2005.05.09;PUBLIC;_ACT_ACT;NULL;FIX;5;1000;2015.05.09;1000;0;NULL;1;5;50;50;NULL;2014.05.08;NULL;2015.05.11;2015.05.09;1
REP_HUN;B170509K05;XS0219107918;B170509K05;GBP;2017.05.09;2005.05.09;PUBLIC;_ACT_ACT;NULL;FIX;5;1000;2016.05.09;1000;0;NULL;1;5;50;50;NULL;2015.05.08;NULL;2016.05.09;2016.05.09;1
REP_HUN;B170509K05;XS0219107918;B170509K05;GBP;2017.05.09;2005.05.09;PUBLIC;_ACT_ACT;NULL;FIX;5;1000;2017.05.09;0;1;1000;1;5;50;50;NULL;2016.05.08;2017.05.09;2017.05.09;2017.05.09;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2007.02.01;1000;1;-1000;0;NULL;NULL;NULL;NULL;NULL;2007.02.01;NULL;NULL;0
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2007.07.04;1000;0;NULL;1;4,375;18,34;18,34;NULL;2006.07.03;NULL;2007.07.04;2007.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2008.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2007.07.03;NULL;2008.07.04;2008.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2009.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2008.07.03;NULL;2009.07.06;2009.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2010.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2009.07.03;NULL;2010.07.05;2010.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2011.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2010.07.03;NULL;2011.07.04;2011.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2012.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2011.07.03;NULL;2012.07.04;2012.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2013.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2012.07.03;NULL;2013.07.04;2013.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2014.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2013.07.03;NULL;2014.07.04;2014.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2015.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2014.07.03;NULL;2015.07.06;2015.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2016.07.04;1000;0;NULL;1;4,375;43,75;43,75;NULL;2015.07.03;NULL;2016.07.04;2016.07.04;1
REP_HUN;B170704K07;XS0284810719;B170704K07;EUR;2017.07.04;2007.02.01;PUBLIC;_ACT_ACT;NULL;FIX;4,375;1000;2017.07.04;0;1;1000;1;4,375;43,75;43,75;NULL;2016.07.03;2017.07.04;2017.07.04;2017.07.04;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2007.10.26;100000000;1;-100000000;0;NULL;NULL;NULL;NULL;NULL;2007.10.26;NULL;NULL;0
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2008.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2007.10.25;NULL;2008.04.28;2008.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2008.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2008.04.25;NULL;2008.10.27;2008.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2009.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2008.10.25;NULL;2009.04.27;2009.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2009.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2009.04.25;NULL;2009.10.26;2009.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2010.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2009.10.25;NULL;2010.04.26;2010.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2010.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2010.04.25;NULL;2010.10.26;2010.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2011.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2010.10.25;NULL;2011.04.26;2011.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2011.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2011.04.25;NULL;2011.10.26;2011.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2012.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2011.10.25;NULL;2012.04.26;2012.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2012.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2012.04.25;NULL;2012.10.26;2012.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2013.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2012.10.25;NULL;2013.04.26;2013.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2013.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2013.04.25;NULL;2013.10.28;2013.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2014.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2013.10.25;NULL;2014.04.28;2014.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2014.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2014.04.25;NULL;2014.10.27;2014.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2015.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2014.10.25;NULL;2015.04.27;2015.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2015.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2015.04.25;NULL;2015.10.26;2015.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2016.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2015.10.25;NULL;2016.04.26;2016.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2016.10.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2016.04.25;NULL;2016.10.26;2016.10.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2017.04.26;100000000;0;NULL;1;2,11;1055000;1055000;NULL;2016.10.25;NULL;2017.04.26;2017.04.26;1
REP_HUN;B171026K07;JP534800A7A2;B171026K07;JPY;2017.10.26;2007.10.26;PUBLIC;_30_360;NULL;FIX;2,11;100000000;2017.10.26;0;1;100000000;1;2,11;1055000;1055000;NULL;2017.04.25;2017.10.26;2017.10.26;2017.10.26;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2013.02.19;2000;1;-2000;0;NULL;NULL;NULL;NULL;NULL;2013.02.19;NULL;NULL;0
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2013.08.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2013.02.18;NULL;2013.08.19;2013.08.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2014.02.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2013.08.18;NULL;2014.02.19;2014.02.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2014.08.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2014.02.18;NULL;2014.08.19;2014.08.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2015.02.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2014.08.18;NULL;2015.02.19;2015.02.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2015.08.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2015.02.18;NULL;2015.08.19;2015.08.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2016.02.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2015.08.18;NULL;2016.02.19;2016.02.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2016.08.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2016.02.18;NULL;2016.08.19;2016.08.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2017.02.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2016.08.18;NULL;2017.02.21;2017.02.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2017.08.19;2000;0;NULL;1;4,125;41,25;41,25;NULL;2017.02.18;NULL;2017.08.21;2017.08.19;1
REP_HUN;B180219K13;US445545AG19;B180219K13;USD;2018.02.19;2013.02.19;PUBLIC;_30_360;NULL;FIX;4,125;2000;2018.02.19;0;1;2000;1;4,125;41,25;41,25;NULL;2017.08.18;2018.02.20;2018.02.20;2018.02.19;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;1997.05.01;1;1;-1;0;NULL;NULL;NULL;NULL;NULL;1997.05.01;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;1998.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;1997.04.30;NULL;1998.05.01;1998.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;1999.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;1998.04.30;NULL;1999.05.04;1999.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2000.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;1999.04.30;NULL;2000.05.02;2000.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2001.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;2000.04.30;NULL;2001.05.01;2001.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2002.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;2001.04.30;NULL;2002.05.01;2002.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2003.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;2002.04.30;NULL;2003.05.01;2003.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2004.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;2003.04.30;NULL;2004.05.04;2004.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2005.05.01;1;0;NULL;1;2,75;0,0275;0,0275;NULL;2004.04.30;NULL;2005.05.03;2005.05.01;1
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2006.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2007.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2008.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2009.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2010.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2011.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2012.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2013.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2014.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2015.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2016.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2017.05.01;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
REP_HUN;B180501K97;HU0000999999;B180501K97;GBP;2018.05.01;1997.05.01;PUBLIC;_ACT_365;NULL;FIX;2,75;1;2018.05.01;0;1;1;0;NULL;NULL;NULL;NULL;NULL;2018.05.01;NULL;NULL;0
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2008.06.11;1000;1;-1000;0;NULL;NULL;NULL;NULL;NULL;2008.06.11;NULL;NULL;0
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2009.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2008.06.10;NULL;2009.06.11;2009.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2010.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2009.06.10;NULL;2010.06.11;2010.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2011.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2010.06.10;NULL;2011.06.13;2011.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2012.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2011.06.10;NULL;2012.06.11;2012.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2013.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2012.06.10;NULL;2013.06.11;2013.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2014.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2013.06.10;NULL;2014.06.11;2014.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2015.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2014.06.10;NULL;2015.06.11;2015.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2016.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2015.06.10;NULL;2016.06.13;2016.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2017.06.11;1000;0;NULL;1;5,75;57,5;57,5;NULL;2016.06.10;NULL;2017.06.12;2017.06.11;1
REP_HUN;B180611K08;XS0369470397;B180611K08;EUR;2018.06.11;2008.06.11;PUBLIC;_ACT_ACT;NULL;FIX;5,75;1000;2018.06.11;0;1;1000;1;5,75;57,5;57,5;NULL;2017.06.10;2018.06.11;2018.06.11;2018.06.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2011.05.11;1000;1;-1000;0;NULL;NULL;NULL;NULL;NULL;2011.05.11;NULL;NULL;0
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2012.01.11;1000;0;NULL;1;6;40,27;40,27;NULL;2011.01.10;NULL;2012.01.11;2012.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2013.01.11;1000;0;NULL;1;6;60;60;NULL;2012.01.10;NULL;2013.01.11;2013.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2014.01.11;1000;0;NULL;1;6;60;60;NULL;2013.01.10;NULL;2014.01.13;2014.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2015.01.11;1000;0;NULL;1;6;60;60;NULL;2014.01.10;NULL;2015.01.12;2015.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2016.01.11;1000;0;NULL;1;6;60;60;NULL;2015.01.10;NULL;2016.01.11;2016.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2017.01.11;1000;0;NULL;1;6;60;60;NULL;2016.01.10;NULL;2017.01.11;2017.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2018.01.11;1000;0;NULL;1;6;60;60;NULL;2017.01.10;NULL;2018.01.11;2018.01.11;1
REP_HUN;B190111K11;XS0625388136;B190111K11;EUR;2019.01.11;2011.05.11;PUBLIC;_ACT_ACT;NULL;FIX;6;1000;2019.01.11;0;1;1000;1;6;60;60;NULL;2018.01.10;2019.01.11;2019.01.11;2019.01.11;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2014.03.25;2000;1;-2000;0;NULL;NULL;NULL;NULL;NULL;2014.03.25;NULL;NULL;0
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2014.09.25;2000;0;NULL;1;4;40;40;NULL;2014.03.24;NULL;2014.09.25;2014.09.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2015.03.25;2000;0;NULL;1;4;40;40;NULL;2014.09.24;NULL;2015.03.25;2015.03.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2015.09.25;2000;0;NULL;1;4;40;40;NULL;2015.03.24;NULL;2015.09.25;2015.09.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2016.03.25;2000;0;NULL;1;4;40;40;NULL;2015.09.24;NULL;2016.03.29;2016.03.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2016.09.25;2000;0;NULL;1;4;40;40;NULL;2016.03.24;NULL;2016.09.26;2016.09.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2017.03.25;2000;0;NULL;1;4;40;40;NULL;2016.09.24;NULL;2017.03.27;2017.03.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2017.09.25;2000;0;NULL;1;4;40;40;NULL;2017.03.24;NULL;2017.09.25;2017.09.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2018.03.25;2000;0;NULL;1;4;40;40;NULL;2017.09.24;NULL;2018.03.26;2018.03.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2018.09.25;2000;0;NULL;1;4;40;40;NULL;2018.03.24;NULL;2018.09.25;2018.09.25;1
REP_HUN;B190325K14;US445545AK21;B190325K14;USD;2019.03.25;2014.03.25;PUBLIC;_30_360;NULL;FIX;4;2000;2019.03.25;0;1;2000;1;4;40;40;NULL;2018.09.24;2019.03.25;2019.03.25;2019.03.25;1
REP_HUN;B200129K10;US445545AD87;B200129K10;USD;2020.01.29;2010.01.29;PUBLIC;_30_360;NULL;FIX;6,25;1000;2010.01.29;1000;1;-1000;0;NULL;NULL;NULL;NULL;NULL;2010.01.29;NULL;NULL;0
REP_HUN;B200129K10;US445545AD87;B200129K10;USD;2020.01.29;2010.01.29;PUBLIC;_30_360;NULL;FIX;6,25;1000;2010.07.29;1000;0;NULL;1;6,25;31,25;31,25;NULL;2010.01.28;NULL;2010.07.29;2010.07.29;1
REP_HUN;B200129K10;US445545AD87;B200129K10;USD;2020.01.29;2010.01.29;PUBLIC;_30_360;NULL;FIX;6,25;1000;2011.01.29;1000;0;NULL;1;6,25;31,25;31,25;NULL;2010.07.28;NULL;2011.01.31;2011.01.29;1
REP_HUN;B200129K10;US445545AD87;B200129K10;USD;2020.01.29;2010.01.29;PUBLIC;_30_360;NULL;FIX;6,25;1000;2011.07.29;1000;0;NULL;1;6,25;31,25;31,25;NULL;2011.01.28;NULL;2011.07.29;2011.07.29;1
